;alarm_date;alarm_time;region;place;attack_number
2379;2023-10-07;03:30:33;Gaza Envelope;Kerem Shalom;446
2380;2023-10-07;03:30:33;Gaza Envelope;Ein HaShlosha;446
2381;2023-10-07;03:30:33;Gaza Envelope;Sderot;446
2382;2023-10-07;03:30:33;Gaza Envelope;Ibim;446
2383;2023-10-07;03:30:33;Gaza Envelope;Nir Am;446
2384;2023-10-07;03:30:36;Gaza Envelope;Nir Am Shooting Range;446
2385;2023-10-07;03:30:36;Gaza Envelope;Kiryat Gat;446
2386;2023-10-07;03:30:36;Gaza Envelope;Karmei Gat;446
2387;2023-10-07;03:30:39;Gaza Envelope;Or HaNer;446
2388;2023-10-07;03:30:45;Gaza Envelope;Yevul;446
2389;2023-10-07;03:30:48;Gaza Envelope;Holit;446
2390;2023-10-07;03:30:58;Gaza Envelope;Pri Gan;446
2391;2023-10-07;03:30:58;Gaza Envelope;Urim;446
2392;2023-10-07;03:31:04;Western Negev;Patish;446
2393;2023-10-07;03:31:04;Western Negev;Ze'elim;446
2394;2023-10-07;03:31:04;Western Negev;Sdeh Avraham;446
2395;2023-10-07;03:31:08;Gaza Envelope;Naveh;446
2396;2023-10-07;03:31:08;Gaza Envelope;Bnei Netzarim;446
2397;2023-10-07;03:31:08;Gaza Envelope;Beit Elazari;446
2398;2023-10-07;03:31:08;Gaza Envelope;Gdera;446
2399;2023-10-07;03:31:08;Gaza Envelope;Kidron;446
2400;2023-10-07;03:31:08;Gaza Envelope;Kannot Industrial Zone;446
2401;2023-10-07;03:31:08;Gaza Envelope;Bitzaron;446
2402;2023-10-07;03:31:08;Gaza Envelope;Beit Gamliel;446
2403;2023-10-07;03:31:08;Gaza Envelope;Bnei Ayish;446
2404;2023-10-07;03:31:08;Gaza Envelope;Bnaya;446
2405;2023-10-07;03:31:08;Gaza Envelope;Givat Washington;446
2406;2023-10-07;03:31:08;Gaza Envelope;Gan HaDarom;446
2407;2023-10-07;03:31:08;Gaza Envelope;Gan Yavne;446
2408;2023-10-07;03:31:08;Gaza Envelope;Hatzav;446
2409;2023-10-07;03:31:08;Gaza Envelope;Hatzor;446
2410;2023-10-07;03:31:08;Gaza Envelope;Kannot;446
2411;2023-10-07;03:31:08;Gaza Envelope;Kfar Aviv;446
2412;2023-10-07;03:31:08;Gaza Envelope;Kfar Mordechai;446
2413;2023-10-07;03:31:08;Gaza Envelope;Kerem BeYavne;446
2414;2023-10-07;03:31:08;Gaza Envelope;Meishar;446
2415;2023-10-07;03:31:08;Gaza Envelope;Misgav Dov;446
2416;2023-10-07;03:31:08;Gaza Envelope;Neveh Mivtach;446
2417;2023-10-07;03:31:08;Gaza Envelope;Asseret;446
2418;2023-10-07;03:31:08;Gaza Envelope;Kvutzat Yavne;446
2419;2023-10-07;03:31:08;Gaza Envelope;Shdema;446
2420;2023-10-07;03:31:08;Gaza Envelope;Azrikam;446
2421;2023-10-07;03:31:08;Gaza Envelope;Shtulim;446
2422;2023-10-07;03:31:08;Gaza Envelope;Re'em Industrial Park;446
2423;2023-10-07;03:31:10;Gaza Envelope;Netiv HaAssara;446
2424;2023-10-07;03:31:14;Western Lakhish;Ashkelon Southern Industrial Zone;446
2425;2023-10-07;03:31:14;Western Lakhish;Nir Itzhak;446
2426;2023-10-07;03:31:16;Gaza Envelope;Mivtahim;446
2427;2023-10-07;03:31:16;Gaza Envelope;Ami'oz;446
2428;2023-10-07;03:31:16;Gaza Envelope;Yesha;446
2429;2023-10-07;03:31:16;Gaza Envelope;Zohar;446
2430;2023-10-07;03:31:16;Gaza Envelope;Ohad;446
2431;2023-10-07;03:31:19;Gaza Envelope;Mefalsim;446
2432;2023-10-07;03:31:20;Gaza Envelope;Alumim;446
2433;2023-10-07;03:31:20;Gaza Envelope;Ashdod - Alef,Bet,Dalet,Heh;446
2434;2023-10-07;03:31:20;Gaza Envelope;Ashdod - Northern Industrial Zone And Port;446
2435;2023-10-07;03:31:20;Gaza Envelope;Ashdod - Gimmel,Vav,Zain;446
2436;2023-10-07;03:31:20;Gaza Envelope;Ashdod - Het,Tet,Yod,Yod Gimmel,Yod Dalet,Tet Zain;446
2437;2023-10-07;03:31:20;Gaza Envelope;Ashdod - Yod Alef,Yod Bet,Tet Vav,Yod Zain,Marina,City;446
2438;2023-10-07;03:31:20;Gaza Envelope;Nir Galim;446
2439;2023-10-07;03:31:20;Gaza Envelope;Nitzan;446
2440;2023-10-07;03:31:22;Gaza Envelope;Shlomit;446
2441;2023-10-07;03:31:24;Western Lakhish;Ashkelon - South;446
2442;2023-10-07;03:31:24;Western Lakhish;Ashkelon - North;446
2443;2023-10-07;03:31:24;Western Lakhish;Be'er Ganim;446
2444;2023-10-07;03:31:24;Western Lakhish;Nir Oz;446
2445;2023-10-07;03:31:24;Western Lakhish;Nirim;446
2446;2023-10-07;03:31:24;Western Lakhish;Kissufim;446
2447;2023-10-07;03:31:28;Dan;Holon;446
2448;2023-10-07;03:31:28;Dan;Palmachin Industrial Park;446
2449;2023-10-07;03:31:28;Dan;Rishon LeZion - East;446
2450;2023-10-07;03:31:28;Dan;Rishon LeZion - West;446
2451;2023-10-07;03:31:28;Dan;Gan Sorek;446
2452;2023-10-07;03:31:28;Dan;Neta'im;446
2453;2023-10-07;03:31:28;Dan;Nachal Oz;446
2454;2023-10-07;03:31:34;Gaza Envelope;Ein HaShlosha;446
2455;2023-10-07;03:31:34;Gaza Envelope;Sderot;446
2456;2023-10-07;03:31:34;Gaza Envelope;Ibim;446
2457;2023-10-07;03:31:34;Gaza Envelope;Nir Am;446
2458;2023-10-07;03:31:34;Gaza Envelope;Rehovot;446
2459;2023-10-07;03:31:34;Gaza Envelope;Ge'alya;446
2460;2023-10-07;03:31:34;Gaza Envelope;Ayanot;446
2461;2023-10-07;03:31:34;Gaza Envelope;Yavne;446
2462;2023-10-07;03:31:34;Gaza Envelope;Kfar HaNagid;446
2463;2023-10-07;03:31:34;Gaza Envelope;Ben Zakai;446
2464;2023-10-07;03:31:34;Gaza Envelope;Bnei Darom Compound;446
2465;2023-10-07;03:31:34;Gaza Envelope;Maon Tzofia;446
2466;2023-10-07;03:31:40;Gaza Envelope;Sufa;446
2467;2023-10-07;03:31:40;Gaza Envelope;Nir Am Shooting Range;446
2468;2023-10-07;03:31:40;Gaza Envelope;Avshalom;446
2469;2023-10-07;03:31:40;Gaza Envelope;Yated;446
2470;2023-10-07;03:31:40;Gaza Envelope;Kfar Azza;446
2471;2023-10-07;03:31:40;Gaza Envelope;Zikim;446
2472;2023-10-07;03:31:40;Gaza Envelope;Karmia;446
2473;2023-10-07;03:31:40;Gaza Envelope;Kiryat Gat;446
2474;2023-10-07;03:31:40;Gaza Envelope;Karmei Gat;446
2475;2023-10-07;03:31:40;Gaza Envelope;Beit Hanan;446
2476;2023-10-07;03:31:46;Lakhish;Bnei Darom;446
2477;2023-10-07;03:32:10;Gaza Envelope;Gvaram;446
2478;2023-10-07;03:32:10;Gaza Envelope;Nir Chen;446
2479;2023-10-07;03:32:10;Gaza Envelope;Shachar;446
2480;2023-10-07;03:32:11;Gaza Envelope;Netiv HaAssara;446
2481;2023-10-07;03:32:11;Gaza Envelope;Emunim;446
2482;2023-10-07;03:32:11;Gaza Envelope;Beit Ezra;446
2483;2023-10-07;03:32:11;Gaza Envelope;Givati;446
2484;2023-10-07;03:32:11;Gaza Envelope;Ezer;446
2485;2023-10-07;03:32:21;Gaza Envelope;Nir Itzhak;446
2486;2023-10-07;03:32:22;Lakhish;Gat;446
2487;2023-10-07;03:32:22;Lakhish;Palmachim;446
2488;2023-10-07;03:32:22;Lakhish;Bat Yam;446
2489;2023-10-07;03:32:22;Lakhish;Beit Nir;446
2490;2023-10-07;03:32:22;Lakhish;Galon;446
2491;2023-10-07;03:32:24;Gaza Envelope;Mivtahim;446
2492;2023-10-07;03:32:24;Gaza Envelope;Ami'oz;446
2493;2023-10-07;03:32:24;Gaza Envelope;Yesha;446
2494;2023-10-07;03:32:27;Gaza Envelope;Erez;446
2495;2023-10-07;03:32:27;Gaza Envelope;Ashkelon Northern Industrial Zone;446
2496;2023-10-07;03:32:27;Gaza Envelope;Ashkelon - South;446
2497;2023-10-07;03:32:27;Gaza Envelope;Ashkelon - North;446
2498;2023-10-07;03:32:27;Gaza Envelope;Be'er Ganim;446
2499;2023-10-07;03:32:27;Gaza Envelope;Ashkelon Southern Industrial Zone;446
2500;2023-10-07;03:32:32;Gaza Envelope;Alumim;446
2501;2023-10-07;03:32:36;Gaza Envelope;Nirim;446
2502;2023-10-07;03:32:37;Gaza Envelope;Nachal Oz;446
2503;2023-10-07;03:32:37;Gaza Envelope;Sderot;446
2504;2023-10-07;03:32:37;Gaza Envelope;Ibim;446
2505;2023-10-07;03:32:37;Gaza Envelope;Nir Am;446
2506;2023-10-07;03:32:37;Gaza Envelope;Or HaNer;446
2507;2023-10-07;03:32:45;Gaza Envelope;Sufa;446
2508;2023-10-07;03:32:45;Gaza Envelope;Ashdod - Alef,Bet,Dalet,Heh;446
2509;2023-10-07;03:32:45;Gaza Envelope;Ashdod - Northern Industrial Zone And Port;446
2510;2023-10-07;03:32:45;Gaza Envelope;Ashdod - Gimmel,Vav,Zain;446
2511;2023-10-07;03:32:45;Gaza Envelope;Ashdod - Het,Tet,Yod,Yod Gimmel,Yod Dalet,Tet Zain;446
2512;2023-10-07;03:32:45;Gaza Envelope;Ashdod - Yod Alef,Yod Bet,Tet Vav,Yod Zain,Marina,City;446
2513;2023-10-07;03:32:45;Gaza Envelope;Bnei Darom;446
2514;2023-10-07;03:32:45;Gaza Envelope;Nir Galim;446
2515;2023-10-07;03:32:46;Gaza Envelope;Sa'ad;446
2516;2023-10-07;03:32:51;Gaza Envelope;Kissufim;446
2517;2023-10-07;03:32:51;Gaza Envelope;Gvulot;446
2518;2023-10-07;03:32:57;Western Negev;Ofakim;446
2519;2023-10-07;03:32:58;Gaza Envelope;Zikim;446
2520;2023-10-07;03:33:02;Gaza Envelope;Nir Oz;446
2521;2023-10-07;03:33:02;Gaza Envelope;Nir Am Shooting Range;446
2522;2023-10-07;03:33:13;Gaza Envelope;Mefalsim;446
2523;2023-10-07;03:33:21;Gaza Envelope;Gvaram;446
2524;2023-10-07;03:33:21;Gaza Envelope;Nehora;446
2525;2023-10-07;03:33:21;Gaza Envelope;Noga;446
2526;2023-10-07;03:33:21;Gaza Envelope;Nir Chen;446
2527;2023-10-07;03:33:21;Gaza Envelope;Shachar;446
2528;2023-10-07;03:33:26;Lakhish;Gan HaDarom;446
2529;2023-10-07;03:33:26;Lakhish;Gan Yavne;446
2530;2023-10-07;03:33:26;Lakhish;Kfar Aviv;446
2531;2023-10-07;03:33:26;Lakhish;Kerem BeYavne;446
2532;2023-10-07;03:33:26;Lakhish;Bnei Darom Compound;446
2533;2023-10-07;03:33:26;Lakhish;Kvutzat Yavne;446
2534;2023-10-07;03:33:26;Lakhish;Kiryat Gat;446
2535;2023-10-07;03:33:26;Lakhish;Karmei Gat;446
2536;2023-10-07;03:33:26;Lakhish;Netiv HaAssara;446
2537;2023-10-07;03:33:26;Lakhish;Gibton;446
2538;2023-10-07;03:33:26;Lakhish;Gan Shlomo;446
2539;2023-10-07;03:33:26;Lakhish;Netzer Sireni;446
2540;2023-10-07;03:33:26;Lakhish;Rishon LeZion - East;446
2541;2023-10-07;03:33:26;Lakhish;Rehovot;446
2542;2023-10-07;03:33:26;Lakhish;Be'er Yacov;446
2543;2023-10-07;03:33:26;Lakhish;Yashresh;446
2544;2023-10-07;03:33:26;Lakhish;Ness Ziona;446
2545;2023-10-07;03:33:26;Lakhish;Ramla;446
2546;2023-10-07;03:33:26;Lakhish;Zrifin Industrial Zone;446
2547;2023-10-07;03:33:26;Lakhish;Palmachin Industrial Park;446
2548;2023-10-07;03:33:26;Lakhish;Rishon LeZion - West;446
2549;2023-10-07;03:33:26;Lakhish;Gan Sorek;446
2550;2023-10-07;03:33:26;Lakhish;Srigim (Li-On);446
2551;2023-10-07;03:33:26;Lakhish;Givat Ishayahu;446
2552;2023-10-07;03:33:26;Lakhish;Tel Aviv - East;446
2553;2023-10-07;03:33:26;Lakhish;Tel Aviv - Across the Yarkon;446
2554;2023-10-07;03:33:26;Lakhish;Azor;446
2555;2023-10-07;03:33:26;Lakhish;Bnei Brak;446
2556;2023-10-07;03:33:26;Lakhish;Givatayim;446
2557;2023-10-07;03:33:26;Lakhish;Herzeliya - Center and Glil Yam;446
2558;2023-10-07;03:33:26;Lakhish;Holon;446
2559;2023-10-07;03:33:26;Lakhish;Ramat Gan - West;446
2560;2023-10-07;03:33:26;Lakhish;Ramat HaSharon;446
2561;2023-10-07;03:33:26;Lakhish;Givat Hen;446
2562;2023-10-07;03:33:26;Lakhish;Ra'anana;446
2563;2023-10-07;03:33:26;Lakhish;Hod HaSharon;446
2564;2023-10-07;03:33:26;Lakhish;Herut;446
2565;2023-10-07;03:33:27;Sharon;Kfar Saba;446
2566;2023-10-07;03:33:27;Sharon;Sdeh Warburg;446
2567;2023-10-07;03:33:27;Sharon;Neta'im;446
2568;2023-10-07;03:33:32;Gaza Envelope;Mivtahim;446
2569;2023-10-07;03:33:32;Gaza Envelope;Ami'oz;446
2570;2023-10-07;03:33:32;Gaza Envelope;Yesha;446
2571;2023-10-07;03:33:32;Gaza Envelope;Kerem Shalom;446
2572;2023-10-07;03:33:32;Gaza Envelope;Ge'alya;446
2573;2023-10-07;03:33:32;Gaza Envelope;Yavne;446
2574;2023-10-07;03:33:32;Gaza Envelope;Beit Gamliel;446
2575;2023-10-07;03:33:37;Western Negev;Urim;446
2576;2023-10-07;03:33:37;Western Negev;Patish;446
2577;2023-10-07;03:33:37;Western Negev;Yad Mordechai;446
2578;2023-10-07;03:33:38;Gaza Envelope;Sderot;446
2579;2023-10-07;03:33:38;Gaza Envelope;Ibim;446
2580;2023-10-07;03:33:38;Gaza Envelope;Nir Am;446
2581;2023-10-07;03:33:38;Gaza Envelope;Or HaNer;446
2582;2023-10-07;03:33:39;Gaza Envelope;Nirim;446
2583;2023-10-07;03:33:39;Gaza Envelope;Ben Zakai;446
2584;2023-10-07;03:33:43;Lakhish;Ad Halom Industrial Zone;446
2585;2023-10-07;03:33:43;Lakhish;Ashdod - Alef,Bet,Dalet,Heh;446
2586;2023-10-07;03:33:43;Lakhish;Ashdod - Northern Industrial Zone And Port;446
2587;2023-10-07;03:33:43;Lakhish;Ashdod - Gimmel,Vav,Zain;446
2588;2023-10-07;03:33:43;Lakhish;Ashdod - Het,Tet,Yod,Yod Gimmel,Yod Dalet,Tet Zain;446
2589;2023-10-07;03:33:43;Lakhish;Ashdod - Yod Alef,Yod Bet,Tet Vav,Yod Zain,Marina,City;446
2590;2023-10-07;03:33:43;Lakhish;Bnei Darom;446
2591;2023-10-07;03:33:43;Lakhish;Nir Galim;446
2592;2023-10-07;03:33:43;Lakhish;Sdeh Uziahu;446
2593;2023-10-07;03:33:43;Lakhish;Shtulim;446
2594;2023-10-07;03:33:45;Gaza Envelope;Nachal Oz;446
2595;2023-10-07;03:33:48;Lakhish;Otzem;446
2596;2023-10-07;03:33:48;Lakhish;Ashkelon Southern Industrial Zone;446
2597;2023-10-07;03:33:51;Gaza Envelope;Alumim;446
2598;2023-10-07;03:33:54;Gaza Envelope;Kissufim;446
2599;2023-10-07;03:34:09;Gaza Envelope;Zimrat;446
2600;2023-10-07;03:34:09;Gaza Envelope;Shuva;446
2601;2023-10-07;03:34:09;Gaza Envelope;Nir Am Shooting Range;446
2602;2023-10-07;03:34:19;Gaza Envelope;Zikim;446
2603;2023-10-07;03:34:21;Western Negev;Yoshivia;446
2604;2023-10-07;03:34:21;Western Negev;Tkuma;446
2605;2023-10-07;03:34:21;Western Negev;Nevatim;446
2606;2023-10-07;03:34:21;Western Negev;Segev Shalom and the Bedouin Diaspora;446
2607;2023-10-07;03:34:21;Western Negev;Tel Sheva;446
2608;2023-10-07;03:34:21;Western Negev;Sawwa-Mulada;446
2609;2023-10-07;03:34:21;Western Negev;Abu Talul and the Bedouin Diaspora;446
2610;2023-10-07;03:34:25;Gaza Envelope;Kfar Azza;446
2611;2023-10-07;03:34:25;Gaza Envelope;Sa'ad;446
2612;2023-10-07;03:34:27;Gaza Envelope;Nir Oz;446
2613;2023-10-07;03:34:33;Shfelat Yehuda;Tzafririm;446
2614;2023-10-07;03:34:33;Shfelat Yehuda;Givat Ishayahu;446
2615;2023-10-07;03:34:33;Shfelat Yehuda;Aviezer;446
2616;2023-10-07;03:34:33;Shfelat Yehuda;Aderet;446
2617;2023-10-07;03:34:33;Shfelat Yehuda;Giv'ot Eden;446
2618;2023-10-07;03:34:33;Shfelat Yehuda;Neveh Michael (Rogalit);446
2619;2023-10-07;03:34:33;Shfelat Yehuda;Netiv HaLamed-Heh;446
2620;2023-10-07;03:34:33;Shfelat Yehuda;Beer Sheva - South;446
2621;2023-10-07;03:34:33;Shfelat Yehuda;Beer Sheva - West;446
2622;2023-10-07;03:34:33;Shfelat Yehuda;Hatzerim;446
2623;2023-10-07;03:34:33;Shfelat Yehuda;Givat Brenner;446
2624;2023-10-07;03:34:33;Shfelat Yehuda;Orot;446
2625;2023-10-07;03:34:33;Shfelat Yehuda;Beit Elazari;446
2626;2023-10-07;03:34:33;Shfelat Yehuda;Gdera;446
2627;2023-10-07;03:34:33;Shfelat Yehuda;Kidron;446
2628;2023-10-07;03:34:33;Shfelat Yehuda;Kannot Industrial Zone;446
2629;2023-10-07;03:34:33;Shfelat Yehuda;Bitzaron;446
2630;2023-10-07;03:34:33;Shfelat Yehuda;Bnei Ayish;446
2631;2023-10-07;03:34:33;Shfelat Yehuda;Bnaya;446
2632;2023-10-07;03:34:33;Shfelat Yehuda;Givat Washington;446
2633;2023-10-07;03:34:33;Shfelat Yehuda;Gan HaDarom;446
2634;2023-10-07;03:34:33;Shfelat Yehuda;Gan Yavne;446
2635;2023-10-07;03:34:33;Shfelat Yehuda;Hatzav;446
2636;2023-10-07;03:34:33;Shfelat Yehuda;Hatzor;446
2637;2023-10-07;03:34:33;Shfelat Yehuda;Kannot;446
2638;2023-10-07;03:34:33;Shfelat Yehuda;Kfar Aviv;446
2639;2023-10-07;03:34:33;Shfelat Yehuda;Kfar Mordechai;446
2640;2023-10-07;03:34:33;Shfelat Yehuda;Kerem BeYavne;446
2641;2023-10-07;03:34:33;Shfelat Yehuda;Meishar;446
2642;2023-10-07;03:34:33;Shfelat Yehuda;Misgav Dov;446
2643;2023-10-07;03:34:33;Shfelat Yehuda;Neveh Mivtach;446
2644;2023-10-07;03:34:33;Shfelat Yehuda;Asseret;446
2645;2023-10-07;03:34:33;Shfelat Yehuda;Kvutzat Yavne;446
2646;2023-10-07;03:34:33;Shfelat Yehuda;Shdema;446
2647;2023-10-07;03:34:33;Shfelat Yehuda;Re'em Industrial Park;446
2648;2023-10-07;03:34:35;Gaza Envelope;Netiv HaAssara;446
2649;2023-10-07;03:34:39;Gaza Envelope;Mivtahim;446
2650;2023-10-07;03:34:39;Gaza Envelope;Ami'oz;446
2651;2023-10-07;03:34:39;Gaza Envelope;Yesha;446
2652;2023-10-07;03:34:39;Gaza Envelope;Ashkelon - South;446
2653;2023-10-07;03:34:39;Gaza Envelope;Ashkelon - North;446
2654;2023-10-07;03:34:40;Gaza Envelope;Sderot;446
2655;2023-10-07;03:34:40;Gaza Envelope;Ibim;446
2656;2023-10-07;03:34:40;Gaza Envelope;Nir Am;446
2657;2023-10-07;03:34:40;Gaza Envelope;Kerem Shalom;446
2658;2023-10-07;03:34:45;Gaza Envelope;Nirim;446
2659;2023-10-07;03:34:45;Gaza Envelope;Magen;446
2660;2023-10-07;03:34:45;Gaza Envelope;Ofakim;446
2661;2023-10-07;03:34:45;Gaza Envelope;Azrikam;446
2662;2023-10-07;03:34:45;Gaza Envelope;Shtulim;446
2663;2023-10-07;03:34:51;Central Negev;Beer Sheva - East;446
2664;2023-10-07;03:34:51;Central Negev;Beer Sheva - North;446
2665;2023-10-07;03:34:51;Central Negev;Omer;446
2666;2023-10-07;03:34:56;Gaza Envelope;Or HaNer;446
2667;2023-10-07;03:34:58;Gaza Envelope;Be'eri;446
2668;2023-10-07;03:35:04;Gaza Envelope;Ein HaShlosha;446
2669;2023-10-07;03:35:04;Gaza Envelope;Nachal Oz;446
2670;2023-10-07;03:35:04;Gaza Envelope;Kissufim;446
2671;2023-10-07;03:35:04;Gaza Envelope;Ar'ara BaNegev;446
2672;2023-10-07;03:35:06;Gaza Envelope;Alumim;446
2673;2023-10-07;03:35:10;Lakhish;Zohar;446
2674;2023-10-07;03:35:10;Lakhish;Nir Chen;446
2675;2023-10-07;03:35:10;Lakhish;Heletz;446
2676;2023-10-07;03:35:12;Western Negev;Beit HaGdi;446
2677;2023-10-07;03:35:12;Western Negev;Netivot;446
2678;2023-10-07;03:35:16;Lakhish;Beit Hilkia;446
2679;2023-10-07;03:35:16;Lakhish;Bnei Re'em;446
2680;2023-10-07;03:35:16;Lakhish;Hafetz Haim;446
2681;2023-10-07;03:35:16;Lakhish;Yad Binyamin;446
2682;2023-10-07;03:35:16;Lakhish;Revadim;446
2683;2023-10-07;03:35:22;Southern Negev;El For'eh and the Bedouin Diaspora;446
2684;2023-10-07;03:35:22;Southern Negev;Kuseife and the Bedouin Diaspora;446
2685;2023-10-07;03:35:22;Southern Negev;Arad;446
2686;2023-10-07;03:35:22;Southern Negev;Tel Arad and the Bedouin Diaspora;446
2687;2023-10-07;03:35:29;Gaza Envelope;Nir Oz;446
2688;2023-10-07;03:35:33;Gaza Envelope;Kfar Azza;446
2689;2023-10-07;03:35:35;Gaza Envelope;Sa'ad;446
2690;2023-10-07;03:35:35;Gaza Envelope;Ben Gurion College;446
2691;2023-10-07;03:35:35;Gaza Envelope;Shanti BaMidbar;446
2692;2023-10-07;03:35:47;Gaza Envelope;Sderot;446
2693;2023-10-07;03:35:47;Gaza Envelope;Ibim;446
2694;2023-10-07;03:35:47;Gaza Envelope;Nir Am;446
2695;2023-10-07;03:35:48;Gaza Envelope;Nirim;446
2696;2023-10-07;03:35:52;Gaza Envelope;Zikim;446
2697;2023-10-07;03:35:52;Gaza Envelope;Kerem Shalom;446
2698;2023-10-07;03:35:53;Gaza Envelope;Netiv HaAssara;446
2699;2023-10-07;03:36:03;Gaza Envelope;Mefalsim;446
2700;2023-10-07;03:36:04;Gaza Envelope;Nachal Oz;446
2701;2023-10-07;03:36:09;Gaza Envelope;Kissufim;446
2702;2023-10-07;03:36:16;Shfelat Yehuda;Geffen;446
2703;2023-10-07;03:36:22;Lakhish;Kiryat Gat;446
2704;2023-10-07;03:36:22;Lakhish;Karmei Gat;446
2705;2023-10-07;03:36:22;Lakhish;Gat;446
2706;2023-10-07;03:36:22;Lakhish;Sdeh Moshe;446
2707;2023-10-07;03:36:22;Lakhish;Galon;446
2708;2023-10-07;03:36:22;Lakhish;Alumim;446
2709;2023-10-07;03:36:28;Gaza Envelope;Mivtahim;446
2710;2023-10-07;03:36:28;Gaza Envelope;Ami'oz;446
2711;2023-10-07;03:36:28;Gaza Envelope;Yesha;446
2712;2023-10-07;03:36:28;Gaza Envelope;Tkuma;446
2713;2023-10-07;03:36:29;Western Negev;Patish;446
2714;2023-10-07;03:36:34;Gaza Envelope;Or HaNer;446
2715;2023-10-07;03:36:34;Gaza Envelope;Nir Oz;446
2716;2023-10-07;03:36:34;Gaza Envelope;Zimrat;446
2717;2023-10-07;03:36:34;Gaza Envelope;Shuva;446
2718;2023-10-07;03:36:34;Gaza Envelope;Kfar Maimon and Tushia;446
2719;2023-10-07;03:36:51;Gaza Envelope;Bnei Netzarim;446
2720;2023-10-07;03:36:52;Gaza Envelope;Nirim;446
2721;2023-10-07;03:36:56;Gaza Envelope;Nir Am Shooting Range;446
2722;2023-10-07;03:36:57;Gaza Envelope;Shlomit;446
2723;2023-10-07;03:36:58;Gaza Envelope;Sderot;446
2724;2023-10-07;03:36:58;Gaza Envelope;Ibim;446
2725;2023-10-07;03:36:58;Gaza Envelope;Nir Am;446
2726;2023-10-07;03:37:01;Gaza Envelope;Netiv HaAssara;446
2727;2023-10-07;03:37:05;Gaza Envelope;Nachal Oz;446
2728;2023-10-07;03:37:08;Gaza Envelope;Naveh;446
2729;2023-10-07;03:37:10;Central Negev;Hatzerim;446
2730;2023-10-07;03:37:11;Gaza Envelope;Kissufim;446
2731;2023-10-07;03:37:14;Gaza Envelope;Kfar Azza;446
2732;2023-10-07;03:37:14;Gaza Envelope;Rehovot;446
2733;2023-10-07;03:37:14;Gaza Envelope;Ge'alya;446
2734;2023-10-07;03:37:14;Gaza Envelope;Yavne;446
2735;2023-10-07;03:37:14;Gaza Envelope;Beit Gamliel;446
2736;2023-10-07;03:37:14;Gaza Envelope;Bnaya;446
2737;2023-10-07;03:37:22;Lakhish;Kiryat Gat;446
2738;2023-10-07;03:37:22;Lakhish;Karmei Gat;446
2739;2023-10-07;03:37:22;Lakhish;Menucha;446
2740;2023-10-07;03:37:22;Lakhish;Nachla;446
2741;2023-10-07;03:37:26;Gaza Envelope;Sufa;446
2742;2023-10-07;03:37:28;Gaza Envelope;Mivtahim;446
2743;2023-10-07;03:37:28;Gaza Envelope;Ami'oz;446
2744;2023-10-07;03:37:28;Gaza Envelope;Yesha;446
2745;2023-10-07;03:37:32;Gaza Envelope;Gavim;446
2746;2023-10-07;03:37:32;Gaza Envelope;Sapir College;446
2747;2023-10-07;03:37:32;Gaza Envelope;Mefalsim;446
2748;2023-10-07;03:37:37;Gaza Envelope;Or HaNer;446
2749;2023-10-07;03:37:48;Lakhish;Givat Brenner;446
2750;2023-10-07;03:37:48;Lakhish;Gibton;446
2751;2023-10-07;03:37:48;Lakhish;Gan Shlomo;446
2752;2023-10-07;03:37:56;Gaza Envelope;Magen;446
2753;2023-10-07;03:38:04;Gaza Envelope;Netiv HaAssara;446
2754;2023-10-07;03:38:04;Gaza Envelope;Ze'elim;446
2755;2023-10-07;03:38:10;Gaza Envelope;Kissufim;446
2756;2023-10-07;03:38:10;Gaza Envelope;Bnei Netzarim;446
2757;2023-10-07;03:38:16;Gaza Envelope;Nir Oz;446
2758;2023-10-07;03:38:22;Gaza Envelope;Ein HaBsor;446
2759;2023-10-07;03:38:22;Gaza Envelope;Zohar;446
2760;2023-10-07;03:38:22;Gaza Envelope;Ohad;446
2761;2023-10-07;03:38:22;Gaza Envelope;Sdeh Nitzan;446
2762;2023-10-07;03:38:22;Gaza Envelope;Talmei Eliyahu;446
2763;2023-10-07;03:38:22;Gaza Envelope;Talmei Yossef;446
2764;2023-10-07;03:38:27;Western Negev;Patish;446
2765;2023-10-07;03:38:33;Gaza Envelope;Nirim;446
2766;2023-10-07;03:38:38;Gaza Envelope;Sderot;446
2767;2023-10-07;03:38:38;Gaza Envelope;Ibim;446
2768;2023-10-07;03:38:38;Gaza Envelope;Nir Am;446
2769;2023-10-07;03:38:45;Gaza Envelope;Shlomit;446
2770;2023-10-07;03:38:51;Gaza Envelope;Or HaNer;446
2771;2023-10-07;03:38:57;Gaza Envelope;Kfar Azza;446
2772;2023-10-07;03:38:59;Dan;Azor;446
2773;2023-10-07;03:38:59;Dan;Holon;446
2774;2023-10-07;03:38:59;Dan;Palmachin Industrial Park;446
2775;2023-10-07;03:38:59;Dan;Rishon LeZion - East;446
2776;2023-10-07;03:38:59;Dan;Rishon LeZion - West;446
2777;2023-10-07;03:38:59;Dan;Irus;446
2778;2023-10-07;03:38:59;Dan;Beit Hanan;446
2779;2023-10-07;03:38:59;Dan;Beit Oved;446
2780;2023-10-07;03:38:59;Dan;Gan Sorek;446
2781;2023-10-07;03:38:59;Dan;Neta'im;446
2782;2023-10-07;03:38:59;Dan;Ness Ziona;446
2783;2023-10-07;03:38:59;Dan;Ayanot;446
